monitoring_location_id,time_series_id,site_name,block_index,block_start,block_end,cadence_hours,phase_index,n_sparse_reports,horizon_hours,threshold_mgL,state_lower_bound_mgL,max_slope_mgL_per_hour,reference_L_compatible,reference_occupation_hours,reference_deficit_mgL_hours,status,error,max_replacements,minimum_replacements_for_feasibility,common_anchor_condition_M_gt_2k,occupation_lower_k0,occupation_upper_k0,occupation_lower_k1,occupation_upper_k1,occupation_width_fraction_k0,occupation_width_fraction_k1,occupation_width_fraction_increase,deficit_lower_k0_mgL_hours,deficit_upper_k0_mgL_hours,deficit_lower_k1_mgL_hours,deficit_upper_k1_mgL_hours,deficit_width_fraction_k0,deficit_width_fraction_k1,deficit_width_fraction_increase,occupation_reference_covered_k1,deficit_reference_covered_k1,k0_nested_in_k1,any_endpoint_uses_deletion,occupation_lower_witness_deleted_count,occupation_upper_witness_deleted_count,oxygen_deficit_lower_witness_deleted_count,oxygen_deficit_upper_witness_deleted_count,occupation_lower_witness_deleted_indices,occupation_upper_witness_deleted_indices,oxygen_deficit_lower_witness_deleted_indices,oxygen_deficit_upper_witness_deleted_indices
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,0.5,0,337,168.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,78.02699190242843,0.0,78.45110709211396,0.4644463803715978,0.46697087554829736,0.0025244951766995594,0.0,64.92367693582653,0.0,66.49640845271996,0.07729009159026969,0.07916239101514282,0.0018722994248731306,True,True,True,True,1,1,1,1,[336],[40],[336],[257]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,0.5,1,336,167.5,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,77.95110709211423,0.0,78.37522228179974,0.46537974383351777,0.46791177481671486,0.0025320309831970977,0.0,64.97245086576174,0.0,66.5332316496932,0.07757904580986477,0.0794426646563501,0.0018636188464853237,True,True,True,True,1,1,1,1,[335],[39],[335],[308]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.0,0,169,168.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,122.98320200909384,0.0,123.40731719877934,0.7320428691017491,0.7345673642784485,0.002524495176699393,0.0,299.1460578463093,0.0,302.95149183423416,0.3561262593408444,0.3606565378978978,0.004530278557053402,True,True,True,True,1,1,1,1,[168],[20],[168],[20]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.0,1,168,167.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,122.32400885794851,0.0,122.74812404763404,0.7324790949577755,0.7350187068720601,0.002539611914284534,0.0,297.7283206218717,0.0,301.5426384597931,0.3565608630202057,0.3611289083350816,0.004568045314875924,True,True,True,True,1,1,1,1,[167],[19],[167],[19]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.0,2,168,167.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,122.33915582900859,0.0,122.7632710186941,0.7325697953832849,0.7351094072975695,0.002539611914284534,0.0,297.7974748514809,0.0,301.6029088394058,0.35664368245686334,0.36120108843042614,0.0045574059735628,True,True,True,True,1,1,1,1,[167],[19],[167],[19]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,1.0,3,168,167.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,122.43003765536986,0.0,122.85415284505538,0.7331139979363465,0.735653609850631,0.002539611914284534,0.0,298.219582310153,0.0,302.0250162980779,0.3571492003714407,0.36170660634500346,0.004557405973562745,True,True,True,True,1,1,1,1,[167],[19],[167],[19]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,0,85,168.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,145.5218949466673,0.0,145.9460101363528,0.8662017556349243,0.8687262508116239,0.002524495176699615,0.0,568.5662786012662,0.0,572.5802259322185,0.6768646173824597,0.6816431261097838,0.0047785087273241045,True,True,True,True,1,1,1,1,[84],[10],[84],[10]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,1,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.79454042575102,0.0,144.20350864437634,0.8662321712394639,0.8686958352070864,0.0024636639676224314,0.0,561.8228773792094,0.0,565.7610898548608,0.6768950329869994,0.6816398672950129,0.004744834308013535,True,True,True,True,1,1,1,1,[83],[22],[83],[22]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,2,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.77939345469082,0.0,144.2035086443763,0.8661409244258483,0.8686958352070863,0.002554910781237929,0.0,561.7471425239086,0.0,565.7610898548609,0.6768037861733838,0.6816398672950131,0.004836081121629365,True,True,True,True,1,1,1,1,[83],[9],[83],[9]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,3,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.85512830999176,0.0,144.27924349967728,0.8665971584939263,0.8691520692751643,0.00255491078123804,0.0,562.1258168004133,0.0,566.1397641313655,0.6772600202414618,0.682096101363091,0.004836081121629143,True,True,True,True,1,1,1,1,[83],[9],[83],[9]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,4,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.7642464836306,0.0,144.18836167331614,0.8660496776122324,0.8686045883934707,0.002554910781238262,0.0,561.6714076686073,0.0,565.6853549995595,0.6767125393597679,0.6815486204813971,0.004836081121629143,True,True,True,True,1,1,1,1,[83],[9],[83],[9]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,5,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.83998133893164,0.0,144.26409652861713,0.8665059116803111,0.869060822461549,0.002554910781237929,0.0,562.0500819451124,0.0,566.0640292760647,0.6771687734278463,0.6820048545494756,0.004836081121629254,True,True,True,True,1,1,1,1,[83],[9],[83],[9]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,6,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.85512830999178,0.0,144.2792434996773,0.8665971584939264,0.8691520692751645,0.002554910781238151,0.0,562.1258168004133,0.0,566.1397641313656,0.6772600202414618,0.6820961013630911,0.004836081121629254,True,True,True,True,1,1,1,1,[83],[9],[83],[9]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,2.0,7,84,166.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,143.87027528105196,0.0,144.29439047073745,0.8666884053075419,0.8692433160887798,0.002554910781237929,0.0,562.2015516557141,0.0,566.2154989866663,0.6773512670550772,0.6821873481767063,0.004836081121629143,True,True,True,True,1,1,1,1,[83],[9],[83],[9]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,0,43,168.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,156.7003595890928,0.0,157.12447477877834,0.9327402356493619,0.9352647308260615,0.002524495176699615,0.0,703.980199879429,0.0,707.9941472103812,0.8380716665231298,0.8428501752504539,0.0047785087273241045,True,True,True,True,1,1,1,1,[42],[5],[42],[5]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,1,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,153.0032990102969,0.0,153.41226722892222,0.9329469451847372,0.9354406538348916,0.0024937086501544137,0.0,687.3882683679741,0.0,691.3264808436254,0.838278376058505,0.8430810741995431,0.004802698141038175,True,True,True,True,1,1,1,1,[41],[11],[41],[11]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,2,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,152.9805785537066,0.0,153.38954677233193,0.9328084058152842,0.9353021144654385,0.0024937086501543027,0.0,687.2746660850224,0.0,691.2128785606736,0.8381398366890518,0.8429425348300897,0.004802698141037953,True,True,True,True,1,1,1,1,[41],[11],[41],[11]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,3,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,153.0487399234775,0.0,153.45770814210286,0.9332240239236433,0.935717732573798,0.0024937086501546357,0.0,687.6154729338771,0.0,691.5536854095283,0.8385554547974111,0.8433581529384491,0.004802698141037953,True,True,True,True,1,1,1,1,[41],[5],[41],[5]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,4,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,152.97300506817652,0.0,153.38197328680184,0.9327622260254665,0.935255934675621,0.0024937086501544137,0.0,687.236798657372,0.0,691.1750111330232,0.8380936568992341,0.8428963550402722,0.004802698141038064,True,True,True,True,1,1,1,1,[41],[5],[41],[5]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,5,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,153.03359295241734,0.0,153.44256117104266,0.9331316643440082,0.9356253729941625,0.0024937086501543027,0.0,687.5397380785762,0.0,691.4779505542275,0.8384630952177758,0.843265793358814,0.004802698141038175,True,True,True,True,1,1,1,1,[41],[5],[41],[5]
USGS-01491000,79480fea74964d81bf3822a6a66ee1c7,"CHOPTANK RIVER NEAR GREENSBORO, MD",0,2024-06-01 00:00:00+00:00,2024-06-08 00:00:00+00:00,4.0,6,42,164.0,5.0,0.0,13.203959999999936,True,0.0,0.0,feasible,,1,0,True,0.0,153.0563134090076,0.0,153.46528162763292,0.933270203713461,0.9357639123636153,0.0024937086501543027,0.0,687.6533403615277,0.0,691.591552837179,0.8386016345872289,0.8434043327282671,0.004802698141038175,True,True,True,True,1,1,1,1,[41],[5],[41],[5]
